trip_id,customer_id,trip_time,origin_zone,destination_zone,origin_x,origin_y,destination_x,destination_y,distance_km,duration_minute,rain,rush_hour,base_price,delta_price,final_price,customer_accept_prob,customer_accept
173,customer_100,2024-03-29 02:15:00,zone_07,zone_10,6.416,0.378,9.64,4.569,5.288,20.27,0,0,51863.0,2055.0,53918.0,0.6828,1
174,customer_012,2024-01-03 12:32:00,zone_04,zone_02,3.719,5.928,1.282,4.601,2.775,11.76,0,0,32530.0,32.0,32562.0,0.7235,1
175,customer_079,2024-01-03 11:38:00,zone_03,zone_10,2.762,5.018,9.482,7.799,7.273,20.69,0,0,63983.0,1602.0,65585.0,0.5187,1
176,customer_105,2024-01-02 13:21:00,zone_08,zone_10,7.547,0.396,9.483,3.3,3.49,9.58,0,0,35730.0,-1008.0,34722.0,0.7594,1
177,customer_149,2024-02-26 08:28:00,zone_01,zone_10,0.317,2.497,9.535,9.349,11.486,40.39,0,1,99111.0,15376.0,114487.0,0.5432,0
178,customer_181,2024-03-24 10:39:00,zone_08,zone_01,7.387,0.771,0.67,8.466,10.214,33.66,1,0,88114.0,15335.0,103449.0,0.68,1
179,customer_158,2024-01-16 16:47:00,zone_03,zone_06,2.103,7.324,5.776,1.383,6.985,31.75,1,1,67785.0,21290.0,89075.0,0.8614,1
180,customer_081,2024-03-12 12:11:00,zone_10,zone_09,9.028,7.058,8.382,3.172,3.939,12.98,0,0,40124.0,4732.0,44856.0,0.5033,0
181,customer_161,2024-03-05 05:30:00,zone_05,zone_04,4.137,0.893,3.137,9.056,8.224,23.99,0,0,71339.0,-2753.0,68586.0,0.5969,0
182,customer_075,2024-01-21 07:09:00,zone_07,zone_06,6.423,1.092,5.906,2.784,1.769,11.68,0,1,26454.0,12257.0,38711.0,0.8498,1
183,customer_150,2024-01-07 22:00:00,zone_02,zone_03,1.21,8.803,2.564,3.177,5.787,17.76,0,0,53602.0,-1300.0,52302.0,0.8169,1
184,customer_055,2024-02-13 12:38:00,zone_03,zone_02,2.539,2.008,1.296,2.175,1.254,7.6,0,0,21324.0,4437.0,25761.0,0.8304,1
185,customer_028,2024-01-08 18:28:00,zone_08,zone_09,7.006,3.037,8.523,0.544,2.918,18.2,0,1,36608.0,7887.0,44495.0,0.9626,1
186,customer_175,2024-01-11 17:15:00,zone_06,zone_10,5.504,6.843,9.812,4.785,4.774,25.18,0,1,51234.0,15250.0,66484.0,0.842,1
187,customer_006,2024-02-11 05:03:00,zone_08,zone_01,7.705,0.607,0.697,7.549,9.864,29.97,0,0,84169.0,3062.0,87231.0,0.3991,1
188,customer_132,2024-03-14 00:56:00,zone_06,zone_02,5.634,9.477,1.213,6.6,5.275,15.18,0,0,49240.0,1365.0,50605.0,0.5025,1
189,customer_164,2024-03-30 15:49:00,zone_06,zone_02,5.693,0.23,1.533,8.003,8.816,28.92,1,0,77356.0,1502.0,78858.0,0.6159,1
190,customer_057,2024-02-26 06:56:00,zone_09,zone_01,8.583,8.491,0.863,5.234,8.379,24.03,0,0,72289.0,-1369.0,70920.0,0.513,1
191,customer_055,2024-01-25 04:06:00,zone_05,zone_07,4.247,3.609,6.312,3.303,2.088,4.16,0,0,24608.0,969.0,25577.0,0.8655,0
192,customer_070,2024-01-30 11:00:00,zone_09,zone_08,8.95,1.5,7.195,6.418,5.222,15.68,0,0,49172.0,2248.0,51420.0,0.707,1
193,customer_131,2024-02-25 11:13:00,zone_04,zone_05,3.722,3.775,4.146,4.052,0.506,2.2,0,0,14136.0,-1280.0,12856.0,0.9073,1
194,customer_026,2024-01-16 18:06:00,zone_04,zone_08,3.286,9.728,7.562,9.805,4.277,21.96,0,1,46642.0,12545.0,59187.0,0.9465,1
195,customer_159,2024-02-16 20:27:00,zone_08,zone_02,7.794,5.29,1.136,8.285,7.301,22.62,0,0,65116.0,-3175.0,61941.0,0.5074,1
196,customer_129,2024-03-10 18:38:00,zone_01,zone_04,0.115,0.593,3.012,7.004,7.035,31.15,1,1,67785.0,19705.0,87490.0,0.9126,1
197,customer_187,2024-03-16 07:11:00,zone_02,zone_09,1.722,9.415,8.076,5.157,7.649,31.32,1,1,71554.0,22405.0,93959.0,0.6932,0
198,customer_115,2024-01-06 12:23:00,zone_01,zone_01,0.718,1.436,0.883,5.911,4.478,17.66,1,0,45698.0,6853.0,52551.0,0.9418,1
199,customer_107,2024-01-26 17:32:00,zone_06,zone_03,5.121,0.547,2.851,4.421,4.49,27.11,0,1,50495.0,10887.0,61382.0,0.4919,0
200,customer_023,2024-01-23 15:19:00,zone_07,zone_07,6.281,0.454,6.212,7.947,7.493,17.39,0,0,63653.0,-596.0,63057.0,0.8379,0
201,customer_153,2024-02-19 16:27:00,zone_01,zone_03,0.104,8.263,2.474,9.082,2.508,17.74,0,1,33918.0,14312.0,48230.0,0.9047,1
202,customer_060,2024-01-17 14:35:00,zone_02,zone_05,1.615,1.53,4.809,9.991,9.044,24.52,0,0,76524.0,10200.0,86724.0,0.4372,0
203,customer_033,2024-03-26 21:57:00,zone_04,zone_09,3.025,1.79,8.372,5.988,6.798,19.14,0,0,60358.0,-2930.0,57428.0,0.6518,0
204,customer_130,2024-03-23 17:18:00,zone_03,zone_03,2.942,9.441,2.697,6.819,2.633,17.37,0,1,34483.0,13643.0,48126.0,0.625,1
205,customer_040,2024-01-30 00:05:00,zone_01,zone_05,0.971,6.116,4.359,3.999,3.995,12.3,0,0,40120.0,4381.0,44501.0,0.7342,1
206,customer_102,2024-02-06 06:52:00,zone_02,zone_01,1.728,2.854,0.183,0.085,3.171,15.13,1,0,36591.0,13570.0,50161.0,0.7781,1
207,customer_024,2024-02-09 15:34:00,zone_09,zone_08,8.471,5.865,7.084,7.032,1.813,10.05,1,0,25903.0,12378.0,38281.0,0.865,1
208,customer_159,2024-01-04 02:28:00,zone_08,zone_04,7.006,2.431,3.551,9.34,7.725,17.99,0,0,65345.0,5174.0,70519.0,0.3894,0
209,customer_013,2024-03-20 10:43:00,zone_03,zone_09,2.961,4.943,8.601,8.596,6.72,22.36,0,0,61500.0,3182.0,64682.0,0.7413,1
210,customer_087,2024-03-11 10:58:00,zone_03,zone_01,2.634,3.346,0.886,8.786,5.714,22.54,1,0,55554.0,12715.0,68269.0,0.8702,0
211,customer_152,2024-01-30 20:07:00,zone_01,zone_08,0.802,6.226,7.822,4.021,7.358,20.18,0,0,64238.0,646.0,64884.0,0.8145,1
212,customer_045,2024-02-19 23:51:00,zone_04,zone_09,3.489,7.588,8.138,7.136,4.671,14.78,0,0,45416.0,304.0,45720.0,0.8225,1
213,customer_121,2024-02-04 01:38:00,zone_04,zone_08,3.981,3.485,7.761,6.384,4.764,17.35,0,0,47259.0,289.0,47548.0,0.8196,1
214,customer_191,2024-01-21 18:35:00,zone_10,zone_08,9.042,1.439,7.344,5.409,4.318,23.86,0,1,47838.0,13992.0,61830.0,0.8931,0
215,customer_009,2024-01-28 16:51:00,zone_08,zone_03,7.431,3.557,2.378,1.516,5.45,27.34,0,1,56370.0,9972.0,66342.0,0.5805,1
216,customer_047,2024-01-10 07:18:00,zone_05,zone_05,4.792,7.582,4.167,5.754,1.932,16.58,0,1,29882.0,12518.0,42400.0,0.9132,1
217,customer_044,2024-03-13 03:47:00,zone_02,zone_04,1.349,7.871,3.86,2.986,5.493,18.27,0,0,52093.0,4071.0,56164.0,0.859,0
218,customer_029,2024-02-28 18:34:00,zone_07,zone_03,6.562,7.856,2.41,7.036,4.232,24.4,0,1,47592.0,15084.0,62676.0,0.6367,0
219,customer_152,2024-03-24 19:56:00,zone_10,zone_05,9.36,9.746,4.917,9.449,4.453,16.45,1,0,44943.0,14211.0,59154.0,0.909,1
220,customer_133,2024-01-01 03:28:00,zone_01,zone_07,0.78,8.248,6.975,7.277,6.271,19.56,0,0,57406.0,4529.0,61935.0,0.3167,1
221,customer_038,2024-02-26 11:43:00,zone_09,zone_05,8.486,9.686,4.787,2.595,7.998,21.7,1,0,68838.0,12015.0,80853.0,0.8241,1
222,customer_025,2024-02-20 22:29:00,zone_02,zone_10,1.801,6.268,9.745,4.652,8.107,20.11,0,0,68697.0,2457.0,71154.0,0.7421,1
223,customer_025,2024-02-26 09:23:00,zone_08,zone_08,7.013,2.293,7.088,5.649,3.357,23.39,1,1,41837.0,21615.0,63452.0,0.9175,1
224,customer_126,2024-03-30 09:22:00,zone_02,zone_05,1.839,6.082,4.427,7.262,2.844,19.42,0,1,36774.0,12697.0,49471.0,0.8353,1
225,customer_029,2024-02-05 23:55:00,zone_07,zone_05,6.0,1.978,4.04,1.478,2.023,7.28,0,0,25778.0,189.0,25967.0,0.5371,1
226,customer_067,2024-01-13 23:50:00,zone_03,zone_06,2.376,0.853,5.836,5.256,5.6,15.79,0,0,51495.0,2478.0,53973.0,0.7591,0
227,customer_131,2024-01-02 02:13:00,zone_06,zone_05,5.417,3.013,4.318,8.601,5.695,19.53,1,0,53935.0,14361.0,68296.0,0.7166,1
228,customer_061,2024-02-14 02:51:00,zone_07,zone_03,6.002,3.628,2.219,0.276,5.054,16.02,0,0,48334.0,-310.0,48024.0,0.8364,1
229,customer_193,2024-01-16 16:35:00,zone_07,zone_06,6.185,7.089,5.21,7.276,0.993,8.86,0,1,20388.0,10708.0,31096.0,0.956,1
230,customer_141,2024-01-13 03:06:00,zone_07,zone_07,6.828,3.631,6.727,8.804,5.174,19.87,1,0,50979.0,12314.0,63293.0,0.7786,1
231,customer_017,2024-01-14 19:45:00,zone_01,zone_04,0.69,0.031,3.584,7.958,8.439,24.16,0,0,72714.0,-2626.0,70088.0,0.3394,0
232,customer_115,2024-01-25 18:09:00,zone_08,zone_03,7.034,9.169,2.833,9.318,4.204,22.0,0,1,46224.0,14981.0,61205.0,0.8921,1
233,customer_026,2024-01-11 03:52:00,zone_02,zone_03,1.546,5.894,2.174,7.827,2.032,7.83,0,0,26107.0,-2596.0,23511.0,0.9097,1
234,customer_160,2024-02-13 16:27:00,zone_07,zone_04,6.77,2.108,3.628,5.18,4.394,22.22,1,1,47474.0,23108.0,70582.0,0.9467,1
235,customer_063,2024-02-28 10:54:00,zone_02,zone_03,1.24,2.523,2.444,4.769,2.548,7.17,0,0,28873.0,274.0,29147.0,0.8237,0
236,customer_161,2024-01-27 20:28:00,zone_05,zone_08,4.794,1.241,7.631,0.318,2.983,13.5,0,0,34648.0,2818.0,37466.0,0.8498,1
237,customer_021,2024-01-13 11:05:00,zone_04,zone_07,3.868,9.065,6.387,0.186,9.229,24.79,0,0,77769.0,6830.0,84599.0,0.6504,1
238,customer_090,2024-02-21 22:46:00,zone_10,zone_03,9.673,2.302,2.869,6.395,7.94,24.47,0,0,69875.0,-443.0,69432.0,0.3785,1
239,customer_133,2024-01-08 11:43:00,zone_07,zone_10,6.308,9.406,9.918,2.754,7.568,22.76,1,0,66788.0,6865.0,73653.0,0.6423,0
240,customer_148,2024-03-07 06:18:00,zone_01,zone_07,0.882,2.643,6.457,3.071,5.591,16.95,0,0,52021.0,3885.0,55906.0,0.6708,1
241,customer_003,2024-02-04 23:12:00,zone_08,zone_02,7.009,7.993,1.425,8.071,5.585,16.08,0,0,51550.0,4560.0,56110.0,0.8068,1
242,customer_044,2024-02-06 12:51:00,zone_02,zone_09,1.941,0.105,8.293,1.113,6.431,18.5,0,0,57836.0,2942.0,60778.0,0.8755,1
243,customer_137,2024-01-23 03:46:00,zone_03,zone_08,2.862,4.833,7.537,2.838,5.083,18.03,1,0,49513.0,11064.0,60577.0,0.8177,0
244,customer_106,2024-01-26 14:17:00,zone_04,zone_06,3.784,3.692,5.0,6.85,3.384,14.35,0,0,37479.0,813.0,38292.0,0.8634,1
245,customer_008,2024-01-14 19:42:00,zone_08,zone_03,7.762,3.346,2.335,0.306,6.22,22.4,0,0,58520.0,-3162.0,55358.0,0.5086,0
246,customer_049,2024-02-20 21:14:00,zone_10,zone_09,9.441,9.922,8.109,5.198,4.908,15.75,0,0,47323.0,3311.0,50634.0,0.8439,1
247,customer_046,2024-01-14 08:10:00,zone_10,zone_02,9.243,7.209,1.245,0.855,10.215,35.71,0,1,89145.0,13025.0,102170.0,0.4903,1
248,customer_069,2024-03-02 00:39:00,zone_02,zone_05,1.707,2.558,4.18,7.617,5.631,14.42,0,0,50996.0,7005.0,58001.0,0.9263,1
249,customer_127,2024-01-24 17:49:00,zone_01,zone_09,0.604,7.524,8.173,6.346,7.66,27.35,0,1,69635.0,17479.0,87114.0,0.6207,0
250,customer_107,2024-02-20 16:55:00,zone_09,zone_09,8.285,1.296,8.014,6.086,4.798,25.89,0,1,51733.0,11243.0,62976.0,0.6573,0
251,customer_165,2024-02-18 07:27:00,zone_03,zone_07,2.882,9.259,6.299,2.213,7.831,27.64,0,1,70806.0,12842.0,83648.0,0.7024,0
252,customer_065,2024-02-27 01:08:00,zone_06,zone_01,5.828,4.264,0.077,7.247,6.479,18.32,0,0,58034.0,4176.0,62210.0,0.6372,1
253,customer_166,2024-03-09 14:32:00,zone_10,zone_04,9.786,1.907,3.331,3.017,6.55,22.69,1,0,60645.0,8124.0,68769.0,0.8203,1
254,customer_195,2024-02-20 19:40:00,zone_02,zone_09,1.864,2.728,8.532,5.708,7.304,19.06,1,0,63354.0,7167.0,70521.0,0.7812,1
255,customer_007,2024-03-17 14:58:00,zone_04,zone_08,3.749,1.551,7.214,0.92,3.522,12.3,1,0,37282.0,8433.0,45715.0,0.9425,1
256,customer_030,2024-01-24 06:06:00,zone_09,zone_09,8.676,9.306,8.106,0.961,8.364,21.23,0,0,70799.0,4248.0,75047.0,0.6257,1
257,customer_135,2024-03-08 19:39:00,zone_07,zone_01,6.5,3.059,0.63,1.94,5.976,16.61,0,0,54161.0,5438.0,59599.0,0.749,1
258,customer_092,2024-01-31 13:30:00,zone_10,zone_10,9.376,1.429,9.408,2.16,0.732,5.35,0,0,17067.0,4495.0,21562.0,0.9739,1
259,customer_180,2024-02-26 22:35:00,zone_07,zone_03,6.317,8.129,2.29,1.264,7.959,27.95,1,0,71729.0,15526.0,87255.0,0.7012,1
260,customer_164,2024-02-14 06:05:00,zone_04,zone_04,3.036,2.133,3.323,1.182,0.993,4.16,0,0,18038.0,-1719.0,16319.0,0.7179,1
261,customer_165,2024-03-22 16:01:00,zone_09,zone_09,8.051,0.942,8.406,8.79,7.856,29.72,0,1,71996.0,17435.0,89431.0,0.64,0
262,customer_105,2024-01-25 19:36:00,zone_08,zone_05,7.593,6.684,4.062,5.546,3.71,12.04,0,0,38280.0,-2140.0,36140.0,0.7102,1
263,customer_054,2024-02-16 02:11:00,zone_10,zone_07,9.336,0.074,6.431,6.222,6.8,18.39,0,0,59995.0,8171.0,68166.0,0.6039,0
264,customer_143,2024-01-15 19:36:00,zone_05,zone_06,4.762,8.324,5.524,2.878,5.499,17.58,0,0,51784.0,4420.0,56204.0,0.6352,1
265,customer_034,2024-02-27 19:01:00,zone_06,zone_09,5.028,5.627,8.661,0.555,6.239,19.49,0,0,57179.0,3241.0,60420.0,0.2859,0
266,customer_089,2024-01-04 17:48:00,zone_04,zone_02,3.238,2.468,1.561,9.683,7.407,24.07,0,1,66477.0,6236.0,72713.0,0.8859,1
267,customer_019,2024-02-07 04:19:00,zone_03,zone_01,2.688,4.736,0.978,0.54,4.531,18.61,1,0,46491.0,12718.0,59209.0,0.9256,1
268,customer_160,2024-01-01 01:27:00,zone_10,zone_07,9.965,2.624,6.324,8.226,6.681,19.96,0,0,60066.0,881.0,60947.0,0.6417,0
269,customer_130,2024-01-30 23:20:00,zone_10,zone_09,9.773,5.329,8.446,6.651,1.873,11.2,1,0,26838.0,12134.0,38972.0,0.889,1
270,customer_110,2024-02-13 01:25:00,zone_06,zone_10,5.296,5.716,9.231,4.075,4.263,16.02,0,0,43588.0,-2232.0,41356.0,0.7427,1
271,customer_184,2024-01-30 18:31:00,zone_10,zone_04,9.551,7.717,3.999,7.466,5.558,21.32,0,1,54008.0,15879.0,69887.0,0.8783,1
272,customer_018,2024-02-04 11:38:00,zone_04,zone_08,3.562,4.661,7.349,7.647,4.823,12.55,0,0,45213.0,758.0,45971.0,0.9402,0
273,customer_141,2024-01-14 00:41:00,zone_09,zone_04,8.5,7.866,3.908,8.783,4.683,17.57,1,0,46883.0,9175.0,56058.0,0.9278,1
274,customer_181,2024-03-05 10:59:00,zone_07,zone_04,6.349,0.692,3.189,5.449,5.711,15.63,1,0,52081.0,10915.0,62996.0,0.8366,1
275,customer_038,2024-03-12 08:10:00,zone_08,zone_01,7.171,9.213,0.242,2.137,9.904,35.34,0,1,87094.0,13886.0,100980.0,0.7531,0
276,customer_192,2024-02-10 20:52:00,zone_08,zone_03,7.182,1.855,2.501,5.726,6.074,19.88,0,0,56384.0,-763.0,55621.0,0.3106,1
277,customer_111,2024-01-05 12:36:00,zone_07,zone_02,6.358,8.366,1.702,0.993,8.72,25.59,0,0,75115.0,2483.0,77598.0,0.4421,1
278,customer_086,2024-01-06 04:18:00,zone_09,zone_03,8.523,4.946,2.686,3.762,5.956,18.05,0,0,54761.0,8224.0,62985.0,0.3983,1
279,customer_031,2024-03-01 10:55:00,zone_04,zone_03,3.92,1.047,2.887,6.104,5.161,15.44,0,0,48686.0,140.0,48826.0,0.511,0
280,customer_027,2024-03-24 16:42:00,zone_09,zone_09,8.492,3.598,8.589,2.519,1.083,12.85,0,1,22923.0,9796.0,32719.0,0.7351,0
281,customer_076,2024-03-18 01:11:00,zone_02,zone_03,1.834,9.183,2.034,8.651,0.568,3.45,0,0,15133.0,-2973.0,12160.0,0.8798,1
282,customer_059,2024-02-06 17:10:00,zone_03,zone_09,2.0,8.347,8.193,9.761,6.352,27.34,0,1,61782.0,13333.0,75115.0,0.769,1
283,customer_003,2024-02-14 16:39:00,zone_08,zone_09,7.173,7.223,8.593,0.759,6.618,24.44,0,1,61928.0,15634.0,77562.0,0.93,1
284,customer_110,2024-01-15 09:43:00,zone_08,zone_05,7.501,3.798,4.638,2.059,3.35,25.3,1,1,42750.0,21592.0,64342.0,0.861,0
285,customer_093,2024-01-07 13:02:00,zone_10,zone_08,9.023,5.888,7.245,4.73,2.122,6.83,0,0,26147.0,6111.0,32258.0,0.7527,1
286,customer_088,2024-03-09 08:37:00,zone_03,zone_04,2.747,2.321,3.186,0.379,1.991,17.09,0,1,30491.0,13246.0,43737.0,0.9087,1
287,customer_013,2024-02-08 00:31:00,zone_01,zone_01,0.561,6.478,0.178,0.929,5.562,20.07,1,0,53407.0,15457.0,68864.0,0.8206,1
288,customer_081,2024-02-14 06:58:00,zone_06,zone_08,5.075,2.609,7.097,9.006,6.709,17.47,0,0,58989.0,4760.0,63749.0,0.3496,0
289,customer_180,2024-01-31 07:44:00,zone_09,zone_07,8.753,8.29,6.064,0.455,8.284,34.3,0,1,76854.0,12721.0,89575.0,0.7119,0
290,customer_091,2024-01-29 01:54:00,zone_10,zone_05,9.715,7.045,4.614,2.475,6.849,22.29,0,0,62239.0,4750.0,66989.0,0.796,1
291,customer_014,2024-03-29 17:02:00,zone_09,zone_09,8.578,3.861,8.987,4.236,0.555,9.25,0,1,17955.0,10587.0,28542.0,0.9642,1
292,customer_143,2024-03-14 04:45:00,zone_05,zone_08,4.9,6.595,7.273,0.205,6.816,19.89,0,0,60841.0,3200.0,64041.0,0.4694,1
293,customer_088,2024-03-03 18:20:00,zone_09,zone_05,8.634,3.251,4.256,8.106,6.537,30.76,1,1,64602.0,23000.0,87602.0,0.9084,1
294,customer_100,2024-02-05 01:33:00,zone_03,zone_01,2.14,1.557,0.534,8.3,6.932,16.19,0,0,59687.0,3094.0,62781.0,0.6673,1
295,customer_146,2024-03-05 22:52:00,zone_10,zone_09,9.212,2.352,8.761,3.947,1.658,2.9,0,0,21398.0,3745.0,25143.0,0.8153,1
296,customer_112,2024-01-31 19:52:00,zone_06,zone_10,5.668,2.717,9.846,2.018,4.236,14.92,1,0,42876.0,10977.0,53853.0,0.807,0
297,customer_188,2024-02-16 22:13:00,zone_04,zone_07,3.894,2.266,6.345,8.924,7.095,18.11,0,0,61625.0,4833.0,66458.0,0.5779,1
298,customer_146,2024-01-14 15:14:00,zone_06,zone_08,5.816,6.784,7.682,6.786,1.866,8.58,1,0,25486.0,11013.0,36499.0,0.8857,1
299,customer_067,2024-03-04 11:43:00,zone_08,zone_06,7.84,7.397,5.06,5.239,3.519,9.17,0,0,35699.0,1411.0,37110.0,0.9303,1
300,customer_131,2024-01-06 03:52:00,zone_03,zone_03,2.401,4.571,2.366,3.924,0.648,7.38,1,0,17578.0,12413.0,29991.0,0.9321,1
301,customer_081,2024-03-06 16:36:00,zone_02,zone_10,1.019,9.878,9.121,5.393,9.261,32.37,0,1,81751.0,21121.0,102872.0,0.2688,0
302,customer_092,2024-02-24 23:03:00,zone_08,zone_07,7.331,8.91,6.884,2.495,6.431,21.31,0,0,59241.0,1066.0,60307.0,0.8416,1
303,customer_104,2024-01-06 22:09:00,zone_10,zone_06,9.525,0.871,5.486,4.496,5.427,16.93,0,0,51027.0,1527.0,52554.0,0.7479,0
304,customer_111,2024-02-15 10:44:00,zone_07,zone_07,6.37,4.605,6.821,6.859,2.299,13.34,1,0,30464.0,8019.0,38483.0,0.6428,0
305,customer_054,2024-01-21 17:44:00,zone_02,zone_06,1.426,9.085,5.119,4.114,6.193,26.11,1,1,60213.0,24047.0,84260.0,0.9448,1
306,customer_103,2024-02-12 04:53:00,zone_07,zone_01,6.434,2.203,0.584,6.85,7.471,20.42,0,0,65036.0,1716.0,66752.0,0.6948,1
307,customer_043,2024-01-02 17:31:00,zone_02,zone_07,1.166,3.784,6.604,7.387,6.523,27.58,0,1,62928.0,9722.0,72650.0,0.8525,1
308,customer_200,2024-03-05 06:25:00,zone_04,zone_01,3.035,9.469,0.052,7.537,3.554,15.79,1,0,39219.0,12870.0,52089.0,0.9605,1
309,customer_140,2024-02-15 09:06:00,zone_01,zone_03,0.316,7.761,2.203,5.692,2.8,16.7,0,1,35150.0,16829.0,51979.0,0.8977,1
310,customer_165,2024-02-02 16:46:00,zone_05,zone_02,4.875,8.323,1.56,1.844,7.278,28.19,0,1,67763.0,14922.0,82685.0,0.5744,1
311,customer_156,2024-03-19 10:56:00,zone_04,zone_04,3.214,8.795,3.401,7.006,1.799,6.71,0,0,24149.0,4344.0,28493.0,0.9249,1
312,customer_124,2024-02-28 22:02:00,zone_01,zone_10,0.975,1.712,9.083,8.193,10.38,28.35,0,0,86455.0,4683.0,91138.0,0.6056,0
313,customer_170,2024-02-24 08:29:00,zone_04,zone_01,3.09,6.993,0.797,0.943,6.47,31.5,0,1,64570.0,14282.0,78852.0,0.4113,0
314,customer_141,2024-01-14 08:21:00,zone_07,zone_04,6.476,8.028,3.574,8.96,3.048,19.25,0,1,37913.0,16157.0,54070.0,0.818,1
315,customer_190,2024-02-15 01:44:00,zone_03,zone_08,2.891,2.265,7.596,9.413,8.558,24.47,0,0,73583.0,-715.0,72868.0,0.5991,0
316,customer_011,2024-03-04 14:45:00,zone_02,zone_09,1.431,0.434,8.631,6.682,9.533,24.31,0,0,79353.0,1347.0,80700.0,0.5197,1
317,customer_161,2024-03-24 19:13:00,zone_06,zone_08,5.448,1.784,7.361,1.111,2.028,8.6,1,0,26468.0,10732.0,37200.0,0.9123,1
318,customer_170,2024-02-24 19:57:00,zone_08,zone_10,7.532,7.414,9.652,6.537,2.294,8.31,0,0,27919.0,4345.0,32264.0,0.6816,0
319,customer_194,2024-01-16 16:08:00,zone_09,zone_07,8.301,6.943,6.959,3.561,3.639,25.36,1,1,44514.0,22164.0,66678.0,0.8185,1
320,customer_149,2024-03-02 03:46:00,zone_05,zone_08,4.721,8.917,7.448,3.036,6.482,21.81,1,0,59797.0,7719.0,67516.0,0.8145,1
321,customer_035,2024-01-07 16:44:00,zone_08,zone_05,7.111,3.17,4.221,0.368,4.025,23.75,1,1,46025.0,19895.0,65920.0,0.9249,1
322,customer_045,2024-01-29 10:09:00,zone_09,zone_04,8.333,6.217,3.021,7.248,5.411,15.04,0,0,49986.0,4919.0,54905.0,0.7181,1
323,customer_038,2024-03-23 18:40:00,zone_07,zone_05,6.729,0.268,4.619,5.667,5.797,22.01,0,1,55787.0,13270.0,69057.0,0.8133,1
324,customer_159,2024-03-13 06:16:00,zone_06,zone_08,5.273,9.351,7.679,4.508,5.408,17.39,0,0,51143.0,-1442.0,49701.0,0.7954,1
325,customer_093,2024-03-22 10:16:00,zone_01,zone_07,0.599,5.545,6.503,3.887,6.132,17.82,0,0,55702.0,-110.0,55592.0,0.7084,0
326,customer_122,2024-02-01 08:05:00,zone_03,zone_08,2.9,7.484,7.719,4.119,5.878,26.59,0,1,58563.0,15340.0,73903.0,0.8364,1
327,customer_044,2024-03-02 01:44:00,zone_04,zone_07,3.198,2.838,6.276,4.531,3.513,15.09,1,0,38623.0,9090.0,47713.0,0.9513,1
328,customer_133,2024-03-04 08:48:00,zone_04,zone_08,3.95,0.82,7.331,4.775,5.203,25.08,1,1,53758.0,21902.0,75660.0,0.8603,1
329,customer_099,2024-01-23 01:30:00,zone_10,zone_02,9.509,0.628,1.557,0.977,7.96,26.35,1,0,70935.0,8791.0,79726.0,0.7144,1
330,customer_038,2024-03-25 07:46:00,zone_03,zone_04,2.089,8.147,3.237,3.803,4.493,19.65,0,1,46783.0,15785.0,62568.0,0.9065,1
331,customer_020,2024-03-28 00:20:00,zone_06,zone_06,5.416,1.519,5.612,0.64,0.901,8.69,1,0,19751.0,10504.0,30255.0,0.967,1
332,customer_031,2024-01-10 23:33:00,zone_10,zone_01,9.912,8.24,0.165,7.759,9.759,27.27,0,0,82189.0,5263.0,87452.0,0.4722,1
333,customer_107,2024-03-09 10:47:00,zone_07,zone_10,6.188,2.653,9.123,5.222,3.901,15.83,0,0,41321.0,2978.0,44299.0,0.6833,0
334,customer_009,2024-02-10 04:25:00,zone_03,zone_03,2.089,5.413,2.395,7.995,2.6,10.77,1,0,30985.0,13216.0,44201.0,0.7,0
335,customer_019,2024-03-01 18:37:00,zone_10,zone_01,9.602,2.619,0.885,4.293,8.876,33.54,1,1,80026.0,21186.0,101212.0,0.8351,0
336,customer_102,2024-02-19 17:08:00,zone_04,zone_07,3.363,0.501,6.643,1.531,3.438,18.77,0,1,40013.0,11317.0,51330.0,0.5156,1
337,customer_151,2024-01-21 08:30:00,zone_01,zone_02,0.479,5.423,1.937,2.996,2.831,19.3,0,1,36636.0,13506.0,50142.0,0.8601,1
338,customer_050,2024-01-09 18:51:00,zone_05,zone_06,4.314,3.671,5.619,2.339,1.865,10.07,0,1,26225.0,16115.0,42340.0,0.8422,1
339,customer_166,2024-02-16 20:46:00,zone_03,zone_02,2.407,4.351,1.917,9.666,5.338,21.1,1,0,52578.0,7435.0,60013.0,0.9089,1
340,customer_055,2024-03-16 11:18:00,zone_09,zone_02,8.189,6.016,1.659,7.889,6.793,19.57,0,0,60543.0,267.0,60810.0,0.5811,0
341,customer_164,2024-03-15 06:32:00,zone_03,zone_08,2.2,3.137,7.35,1.166,5.514,14.5,0,0,50334.0,2612.0,52946.0,0.3937,0
342,customer_092,2024-01-25 17:37:00,zone_09,zone_04,8.199,5.638,3.884,4.001,4.615,24.8,1,1,50090.0,23824.0,73914.0,0.9632,1
343,customer_014,2024-03-18 02:56:00,zone_01,zone_06,0.362,6.578,5.744,0.918,7.81,24.04,1,0,68880.0,14964.0,83844.0,0.8445,1
344,customer_199,2024-02-02 09:49:00,zone_10,zone_03,9.292,0.895,2.161,3.915,7.744,27.91,0,1,70419.0,12932.0,83351.0,0.763,0
345,customer_166,2024-02-20 06:49:00,zone_01,zone_06,0.422,3.501,5.524,5.825,5.606,13.14,0,0,50206.0,1313.0,51519.0,0.7443,1
346,customer_002,2024-01-30 14:45:00,zone_10,zone_05,9.385,0.899,4.212,0.69,5.177,17.4,0,0,49762.0,677.0,50439.0,0.3998,1
